"VM","PowerState","Host","Cluster","NumCPU","MemoryGB","ProvisionedSpaceGB","UsedSpaceGB","GuestOS","GuestId","HardwareVersion","ToolsStatus","ToolsVersion","IPAddress","DNSName","Datastores","Networks","Folder","Notes"
"TG002VMCTX112","PoweredOn","10.80.18.19","Cluster_ESS","32","128","628,14","149,56","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.57","TG002VMCTX112.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DPEI","",""
"TG002VMCTX111","PoweredOn","10.80.18.18","Cluster_ESS","32","128","628,14","155,5","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.56","TG002VMCTX111.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DPEI","",""
"TG002VMCTX110","PoweredOn","10.80.18.19","Cluster_ESS","32","128","628,14","154,21","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.55","TG002VMCTX110.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DPEI","",""
"TG002VMCTX109","PoweredOn","10.80.18.18","Cluster_ESS","32","128","628,14","155,06","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.54","TG002VMCTX109.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DPEI","",""
"TG002VMCTX106","PoweredOn","10.80.18.19","Cluster_ESS","16","32","532,11","52,55","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.48","TG002VMCTX106.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTRIX","RESEAU-DPEI","",""
"TG002VMCTX108","PoweredOn","10.80.18.18","Cluster_ESS","16","32","532,11","64,74","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.50","TG002VMCTX108.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTRIX","RESEAU-DPEI","",""
"TG002VMCTX105","PoweredOn","10.80.18.18","Cluster_ESS","16","32","532,11","55,96","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.47","TG002VMCTX105.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTRIX","RESEAU-DPEI","",""
"TG002VMCTX104","PoweredOn","10.80.18.18","Cluster_ESS","16","32","532,11","56,48","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.46","TG002VMCTX104.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTRIX","RESEAU-DPEI","",""
"TG002VMCTX103","PoweredOn","10.80.18.19","Cluster_ESS","16","32","532,11","53,28","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.45","TG002VMCTX103.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTRIX","RESEAU-DPEI","",""
"TG002VMCTX102","PoweredOn","10.80.18.18","Cluster_ESS","16","32","532,11","63,68","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.44","TG002VMCTX102.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTRIX","RESEAU-DPEI","",""
"TG002VMCTX107","PoweredOn","10.80.18.19","Cluster_ESS","16","32","532,11","54,13","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.49","TG002VMCTX107.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTRIX","RESEAU-DPEI","",""
"TG002VMCTX101","PoweredOn","10.80.18.19","Cluster_ESS","16","32","532,11","52,13","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.43","TG002VMCTX101.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTRIX","RESEAU-DPEI","",""
"TG002VMWAB001","PoweredOn","10.80.18.117","Cluster_PF_SAGE","4","8","508,1","195,26","Debian GNU/Linux 10 (64-bit)","debian9_64Guest","vmx-14","guestToolsRunning","10346","10.80.16.206","wallixbastion1","DS_IMAGES_ISO;DS-OS-WAB-1","RESEAU-DPEI","",""
"TG002VMWAB002","PoweredOn","10.80.18.118","Cluster_PF_SAGE","4","8","508,1","83,73","Debian GNU/Linux 10 (64-bit)","debian9_64Guest","vmx-14","guestToolsRunning","10346","10.80.16.207","wallixbastion2","DS_IMAGES_ISO;DS-OS-WAB-2","RESEAU-DPEI","",""
"TG002VMELK003","PoweredOn","10.80.18.23","Cluster_SAGE","32","256","28716,14","17994,14",,"debian12_64Guest","vmx-21","guestToolsNotRunning","0","",,"DS_ELK_HOST3;DS_IMAGES_ISO;DS_OS_ELK_2","RESEAU-DPEI","",""
"vproxy_test2","PoweredOn","10.80.18.24","Cluster_SAGE","4","8","164,35","164,35","SUSE Linux Enterprise 12 (64-bit)","sles12_64Guest","vmx-11","guestToolsRunning","11269","10.80.18.65","vproxy_test2","DS_OS_DATA_FIL022","RESEAU-PROD;VM Network","","This is Backup and Recovery vProxy Appliance"
"TG002VMNTP01-new","PoweredOn","10.80.18.23","Cluster_SAGE","4","6","66,1","66,1","CentOS 4/5 (64-bit)","centos7_64Guest","vmx-14","guestToolsRunning","10245","10.80.18.11","tg002vmntp01.moov.tg","DS_DATA_SIEM","RESEAU-PROD","",
"TG002VMMFL003","PoweredOff","10.80.18.24","Cluster_SAGE","8","16","4412,35","214,05","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsNotRunning","12384","","TG002VMMFL003.moov-africa.tg","DS_DATA_MFL-1;DS_IMAGES_ISO;DS_OS_MFL","RESEAU-DPEI","","Nouveau serveur de fichier M-Files"
"TG002VMMFL002","PoweredOn","10.80.18.23","Cluster_SAGE","10","32","16716,1","15098,32","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.202","TG002VMMFL002.moov-africa.tg","DS_DATA_MFL-2;DS_IMAGES_ISO;DS_OS_MFL","RESEAU-DIS","","Nouveau serveur applicatif M-Files"
"TG002VMMFL001","PoweredOn","10.80.18.23","Cluster_SAGE","16","32","1356,11","1224,95","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.36","TG002VMMFL001.moov-africa.tg","DS_DATA_MFL-1;DS_IMAGES_ISO;DS_OS_MFL","RESEAU-DPEI","","Nouveau serveur de base de données de M-Files"
"TG002VMDBS119","PoweredOff","10.80.18.24","Cluster_SAGE","16","32","432,91","400,02",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","12384","",,"DS_OS_MFL","RESEAU-DIS","",""
"TG002VMAPP127","PoweredOff","10.80.18.24","Cluster_SAGE","10","32","332,89","300,01",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","12384","",,"DS_IMAGES_ISO;DS_OS_MFL","RESEAU-DIS","",""
"TG002VMWEB129","PoweredOff","10.80.18.115","Cluster_PF_BSS","4","16","516,48","105,66",,"windows8Server64Guest","vmx-10","guestToolsNotRunning","10341","","TG002VMWEB129.moov.tg","DS_DATA_ICT-2;DS_OS_ICT-1","RESEAU-PROD","",""
"TG002VMIME155","PoweredOff","10.80.18.115","Cluster_PF_BSS","4","32","2280,89","1896,66",,"rhel7_64Guest","vmx-13","guestToolsNotRunning","10245","","TG002VMIME155.moov.tg","DS_DATA_IME_3;DS_OS_IME_1","RESEAU-PROD","",""
"TG002VMCTX002","PoweredOff","10.80.18.24","Cluster_SAGE","4","12","269,17","83,69","Microsoft Windows Server 2016 (64-bit)","windows9Server64Guest","vmx-14","guestToolsNotRunning","12389","","TG002VMCTX002.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_02","RESEAU-DIS","",""
"TG002VMCTX009","PoweredOn","10.80.18.24","Cluster_SAGE","4","12","290,61","111,31","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.218","TG002VMCTX009.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_01","RESEAU-DIS","",""
"TG002VMCTX010","PoweredOn","10.80.18.24","Cluster_SAGE","4","12","255,03","71,2","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.219","TG002VMCTX010.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_02","RESEAU-DIS","",""
"TG002VMCTX006","PoweredOff","10.80.18.24","Cluster_SAGE","32","32","532,93","401,9",,"windows8Server64Guest","vmx-14","guestToolsNotRunning","0","",,"DS_IMAGES_ISO;DS_OS_CITRIX_02","RESEAU-DIS","",
"TG002VMCTX004","PoweredOn","10.80.18.24","Cluster_SAGE","4","12","266,8","103,04","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.213","TG002VMCTX004.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_02","RESEAU-DIS","",""
"TG002VMCTX008","PoweredOn","10.80.18.24","Cluster_SAGE","4","12","250,37","76,83","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.217","TG002VMCTX008.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_02","RESEAU-DIS","",""
"TG002VMCTX007","PoweredOff","10.80.18.23","Cluster_SAGE","32","32","532,93","363,34",,"windows8Server64Guest","vmx-14","guestToolsNotRunning","10341","","TG002VMCTX007.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_01","RESEAU-DPEI","",
"TG002VMCTX003_old","PoweredOff","10.80.18.24","Cluster_SAGE","4","12","341,79","130,59","Microsoft Windows Server 2016 (64-bit)","windows9Server64Guest","vmx-14","guestToolsNotRunning","12384","","TG002VMCTX003.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_01","VM Network","",""
"TG002VMCTX001_old","PoweredOff","10.80.18.24","Cluster_SAGE","4","12","265,72","79,13",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","0","",,"DS_IMAGES_ISO;DS_OS_CITRIX_01","RESEAU-DIS","",""
"TG002VMCTX005","PoweredOn","10.80.18.24","Cluster_SAGE","4","12","258,96","86,08","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.214","TG002VMCTX005.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_01","RESEAU-DIS","",""
"TG002VMCTX011","PoweredOn","10.80.18.24","Cluster_SAGE","4","8","434,59","214,78","Microsoft Windows Server 2012 (64-bit)","windows8Server64Guest","vmx-13","guestToolsRunning","12384","10.80.16.220","TG002VMLIC001.moov-africa.tg","DS_OS_CITRIX_01","RESEAU-DIS","",""
"TG002VMGFA002","PoweredOn","10.80.18.19","Cluster_ESS","2","16","721,08","62,7","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.35","TG002VMGFA002.moov-africa.tg","DS_DATA_GFA;DS_IMAGES_ISO;DS_OS_GFA","RESEAU-DPEI","",""
"TG002VMGFA001","PoweredOn","10.80.18.19","Cluster_ESS","2","16","721,08","59,6","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.34","TG002VMGFA001.moov-africa.tg","DS_DATA_GFA;DS_IMAGES_ISO;DS_OS_GFA","RESEAU-DPEI","",""
"TG002VMGRID002","PoweredOn","10.80.18.116","Cluster_PF_BSS","2","16","266,09","241,26","Ubuntu Linux (64-bit)","otherGuest64","vmx-10","guestToolsRunning","12389","10.80.18.104","grid-master.moov.tg","DS_OS_INFOBLOX","RESEAU-PROD","","NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime."
"TG002VMGRID001","PoweredOn","10.80.18.116","Cluster_PF_BSS","2","16","266,09","240,55","Ubuntu Linux (64-bit)","otherGuest64","vmx-10","guestToolsRunning","12389","10.80.18.103","grid-master.moov.tg","DS_OS_INFOBLOX","RESEAU-PROD","","NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime."
"TG002VMREPO002","PoweredOn","10.80.18.116","Cluster_PF_BSS","8","64","997,57","933,73","Ubuntu Linux (64-bit)","otherGuest64","vmx-10","guestToolsRunning","12389","10.80.18.109","reporting2.moov.tg","DS_OS_INFOBLOX","RESEAU-PROD","","NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime."
"TG002VMREPO001","PoweredOn","10.80.18.116","Cluster_PF_BSS","8","64","929,51","663,87","Ubuntu Linux (64-bit)","otherGuest64","vmx-10","guestToolsRunning","12389","10.80.18.108","reporting.moov.tg","DS_OS_INFOBLOX","RESEAU-PROD","","NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime."
"TG002VMMFA003","PoweredOff","10.80.18.23","Cluster_SAGE","2","8","308,89","45,93",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","10341","",,"DS_IMAGES_ISO;DS_OS_MFA","RESEAU-DIS","",""
"TG002VMMFA001","PoweredOff","10.80.18.24","Cluster_SAGE","2","16","316,88","61,5",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","12389","",,"DS_IMAGES_ISO;DS_OS_MFA","RESEAU-DIS","",""
"TG002VMMFA004","PoweredOff","10.80.18.24","Cluster_SAGE","2","8","308,89","48,42",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","12384","",,"DS_IMAGES_ISO;DS_OS_MFA","RESEAU-DIS","",""
"TG002VMMPMTEST","PoweredOn","10.80.18.24","Cluster_SAGE","4","8","108,08","23,29","Ubuntu Linux (64-bit)","ubuntu64Guest","vmx-21","guestToolsRunning","12448","10.80.16.14","tg002vmmpmtest","DS_IMAGES_ISO;DS_OS_MPM","RESEAU-DIS","",""
"TG002VMAPP028","PoweredOn","10.80.18.116","Cluster_PF_BSS","8","64","3336,11","2916,53","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.168","TG002VMAPP028.moov-africa.tg","DS_IMAGES_ISO;DS_OS_XTASKs","RESEAU-DPEI","",""
"TG002VMARIAOPS002","PoweredOn","10.80.18.19","Cluster_ESS","4","16","290,08","290,08","VMware Photon OS (64-bit)","other3xLinux64Guest","vmx-11","guestToolsRunning","12421","10.80.18.33","TG002VMARIAOPS002","DS_IMAGES_ISO","RESEAU-PROD","","VMware Aria Operations

Version 8.18.2 running on Photon OS 5.0"
"TG002VMARIAOPS001","PoweredOn","10.80.18.19","Cluster_ESS","4","16","290,08","290,08","VMware Photon OS (64-bit)","other3xLinux64Guest","vmx-11","guestToolsRunning","12421","10.80.18.32","TG002VMARIAOPS001","DS_OS_ARIA","RESEAU-PROD","","VMware Aria Operations

Version 8.18.2 s'exécutant sur Photon OS 5.0"
"TG002VMCTX013","PoweredOn","10.80.18.116","Cluster_PF_BSS","32","128","678,15","556,88","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.216","TG002VMCTX013.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DPEI","",""
"TG002VMCTX012","PoweredOn","10.80.18.115","Cluster_PF_BSS","32","128","728,15","624,88","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.215","TG002VMCTX012.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DPEI","",""
"TG002VMPRT001","PoweredOn","10.80.18.116","Cluster_PF_BSS","12","32","532,1","78,47","CentOS 9 (64-bit)","rhel8_64Guest","vmx-14","guestToolsRunning","12357","10.80.16.32","tg002vmprt001","DS_IMAGES_ISO;DS_OS_PORTING","RESEAU-DIS","",""
"TG002VMAPP129","PoweredOn","10.80.18.24","Cluster_SAGE","6","24","524,11","51,68","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.9","TG002VMAPP129.moov-africa.tg","DS_IMAGES_ISO;DS_OS_SAGE_V12","RESEAU-DPEI","",""
"TG002VMDBS187","PoweredOn","10.80.18.24","Cluster_SAGE","8","48","3108,11","555,58","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.10","TG002VMDBS187.moov-africa.tg","DS_DATA_SAGE_V12;DS_IMAGES_ISO;DS_OS_SAGE_V12","RESEAU-DIS","",""
"TG002VMWEB130","PoweredOn","10.80.18.24","Cluster_SAGE","6","32","1057,5","85,17","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.8","TG002VMWEB130.moov-africa.tg","DS_DATA_SAGE_V12;DS_IMAGES_ISO;DS_OS_SAGE_V12","RESEAU-DPEI","",""
"TG002VMDBS093","PoweredOn","10.80.18.118","Cluster_PF_SAGE","8","16","516,13","302,54","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.18.29","TG002VMDBS093.moov-africa.tg","DS_IMAGES_ISO;DS_OS_IA-1","RESEAU-PROD","",""
"TG002VMAAD001","PoweredOn","10.80.18.116","Cluster_PF_BSS","8","16","262,91","68,25","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12389","10.80.16.229","TG002VMAAD001.moov-africa.tg","DS_IMAGES_ISO;DS_OS&DATA_WSUS","RESEAU-DPEI","",""
"TG002VMDSHBD01","PoweredOn","10.80.18.19","Cluster_ESS","2","8","208,08","63,73","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.30","NetSuite-TG.moov-africa.tg","DS_IMAGES_ISO;DS_OS_APP-2b","RESEAU-DPEI","",""
"TG002VMSUS100","PoweredOn","10.80.18.18","Cluster_ESS","8","64","364,09","203,43","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-21","guestToolsRunning","12389","10.80.16.41","tg002vmsus100.moov-africa.tg","DS_IMAGES_ISO;DS-OS-VAS-027_BIS","RESEAU-DPEI","",""
"TG002VMMPM002","PoweredOn","10.80.18.5","Cluster_BSS","6","16","516,09","20,86","Ubuntu Linux (64-bit)","ubuntu64Guest","vmx-21","guestToolsRunning","12389","fe80::250:56ff:feb2:d0e1","tg002vmmpm002","DS_IMAGES_ISO;DS_OS_MPM","RESEAU-DIS","",""
"TG002VMMPM001","PoweredOn","10.80.18.5","Cluster_BSS","6","16","516,09","20,83","Ubuntu Linux (64-bit)","ubuntu64Guest","vmx-21","guestToolsRunning","12389","fe80::250:56ff:feb2:18b0","tg002vmmpm001","DS_IMAGES_ISO;DS_OS_MPM","RESEAU-DIS","",""
"TG002VMMPM003","PoweredOn","10.80.18.5","Cluster_BSS","6","16","516,09","22,04","Ubuntu Linux (64-bit)","ubuntu64Guest","vmx-21","guestToolsRunning","12448","10.80.16.13","tg002vmmpm003","DS_IMAGES_ISO;DS_OS_MPM","RESEAU-DPEI","",""
"TG002VMBIP118","PoweredOn","10.80.18.5","Cluster_BSS","4","64","139,09","104,22","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-21","guestToolsRunning","11365","10.80.16.71","TG002VMBIP118","DS_IMAGES_ISO;DS_OS_BRM_TEST","RESEAU-DPEI","",""
"TG002VMCOM101","PoweredOn","10.80.18.5","Cluster_BSS","2","64","114,08","101,72","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-21","guestToolsRunning","11365","10.80.16.72","TG002VMCOM101","DS_IMAGES_ISO;DS_OS_BRM_TEST","RESEAU-DIS","",""
"TG002VMDBS119(POSTPAID)","PoweredOn","10.80.18.10","Cluster_BSS","2","64","414,08","399,67","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-21","guestToolsRunning","12389","10.80.16.73","TG002VMDBS119","DS_IMAGES_ISO;DS_OS_BRM_TEST","RESEAU-DPEI","",""
"TG002VMREP002","PoweredOn","10.80.18.5","Cluster_BSS","8","16","316,09","43,79","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12389","10.80.16.80","TG002VMREP002.moov-africa.tg","DS_IMAGES_ISO;DS-OS-DXL-01","RESEAU-DPEI","",""
"TG002VMREP001_old","PoweredOff","10.80.18.10","Cluster_BSS","16","64","614,34","54,09",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","12389","","TG002VMREP001.moov-africa.tg","DS_IMAGES_ISO;DS-OS-DXL-01","VM Network","",
"TG002VMLIC100","PoweredOn","10.80.18.117","Cluster_PF_SAGE","4","8","208,1","87,12","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.221","TG002VMLIC100.moov-africa.tg","DS_IMAGES_ISO;DS_OS_LIC_00","RESEAU-DPEI","",""
"TG002VMCTX016","PoweredOff","10.80.18.117","Cluster_PF_SAGE","4","12","212,88","42,44","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsNotRunning","10341","","tg002vmctx016.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_01","RESEAU-DPEI","",""
"TG002VMELK004","PoweredOn","10.80.18.5","Cluster_BSS","60","92","9608,19","287,14",,"debian12_64Guest","vmx-21","guestToolsNotRunning","0","",,"DS_ELK_HOST4;DS_IMAGES_ISO;DS_OS_ELK_2","RESEAU-DIS","",""
"TG002VMAPP125","PoweredOn","10.80.18.10","Cluster_BSS","12","64","2612,1","155,28",,"debian12_64Guest","vmx-21","guestToolsNotRunning","0","",,"DS_IMAGES_ISO;DS_OS_ELK;DS_Temp_ELK","RESEAU-DPEI","",""
"TG002VMELK001","PoweredOn","10.80.18.10","Cluster_BSS","24","192","18412,13","12428,82",,"debian12_64Guest","vmx-21","guestToolsNotRunning","0","",,"DS_ELK_HOST1;DS_IMAGES_ISO;DS_OS_ELK_2","RESEAU-DPEI","",""
"TG002VMAPPHOST006","PoweredOn","10.80.18.19","Cluster_ESS","12","32","1056,1","949,3","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-21","guestToolsRunning","11269","10.80.16.99","TG002VMAPPHOST005-secondary.moov-africa.tg","DS_DATA_QRADAR_602;DS_IMAGES_ISO","RESEAU-DPEI","",""
"TG002VMQRAD005","PoweredOn","10.80.18.18","Cluster_ESS","32","64","4293,54","1680,19","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-21","guestToolsRunning","11269","10.80.16.90","TG002VMQRAD005-primary.moov-africa.tg","DS_DATA_QRADAR_603;DS_IMAGES_ISO","RESEAU-DPEI","",""
"TG002VMQRAD006","PoweredOn","10.80.18.18","Cluster_ESS","32","64","4160,14","3263,75","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-21","guestToolsRunning","11269","10.80.16.92","TG002VMQRAD005-secondary.moov-africa.tg","DS_DATA_QRADAR_602;DS_IMAGES_ISO","RESEAU-DPEI","",""
"TG002VMAPPHOST005","PoweredOn","10.80.18.18","Cluster_ESS","12","32","1127,78","135,41","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-21","guestToolsRunning","11269","10.80.16.91","TG002VMAPPHOST005-primary.moov-africa.tg","DS_DATA_QRADAR_603;DS_IMAGES_ISO","RESEAU-DPEI","",""
"TG002VMSEL177","PoweredOff","10.80.18.5","Cluster_BSS","4","8","68,28","60","Ubuntu Linux (64-bit)","rhel7_64Guest","vmx-21","guestToolsNotRunning","12448","","tg002vmsel177","DS_IMAGES_ISO;DS_OS_SELFCARE","RESEAU-DPEI","",""
"TG002VMSEL179","PoweredOff","10.80.18.5","Cluster_BSS","16","8","24,3","16","Ubuntu Linux (64-bit)","rhel7_64Guest","vmx-21","guestToolsNotRunning","12448","","tg002vmsel179","DS_IMAGES_ISO;DS_OS_SELFCARE","RESEAU-DPEI","",""
"TG002VMSEL178","PoweredOff","10.80.18.5","Cluster_BSS","4","8","68,28","60","Ubuntu Linux (64-bit)","rhel7_64Guest","vmx-21","guestToolsNotRunning","12448","","tg002vmsel178","DS_IMAGES_ISO;DS_OS_SELFCARE","RESEAU-DPEI","",""
"TG002VMSEL176","PoweredOff","10.80.18.5","Cluster_BSS","4","8","68,28","60","Ubuntu Linux (64-bit)","rhel7_64Guest","vmx-21","guestToolsNotRunning","12448","","tg002vmsel176","DS_IMAGES_ISO;DS_OS_SELFCARE","RESEAU-DPEI","",""
"TG002VMSX3TEST","PoweredOn","10.80.18.10","Cluster_BSS","8","32","432,11","416,68","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.33","TG002VMSX3TEST.moov-africa.tg","DS_IMAGES_ISO;DS_OS_SAGEX3_TEST","RESEAU-DPEI","",""
"TG002VMDBO157","PoweredOn","10.80.18.118","Cluster_PF_SAGE","12","64","11478,1","8402,08","Red Hat Enterprise Linux 6 (64-bit)","rhel6_64Guest","vmx-10","guestToolsRunning","10341","10.80.18.26","TG002VMDBO157.moov.tg","DS_DATA_BI-1;DS_DATA_BI-2;DS_DATA_BI-3;DS_OS_BI-1","RESEAU-DPEI;RESEAU-PROD","",""
"IRIS_PRP_PROD","PoweredOn","10.80.18.117","Cluster_PF_SAGE","16","96","596,11","248,25",,"rhel6_64Guest","vmx-10","guestToolsNotRunning","0","",,"DS_OS_BI-1","RESEAU-DPEI;RESEAU-PROD","",""
"TG002VMELK002","PoweredOn","10.80.18.118","Cluster_PF_SAGE","24","192","18412,13","11592,25",,"debian12_64Guest","vmx-20","guestToolsNotRunning","0","",,"DS_ELK_HOST2;DS_IMAGES_ISO;DS_OS_ELK_2","RESEAU-DIS","",""
"TG002VMDATANODE02","PoweredOff","10.80.18.118","Cluster_PF_SAGE","12","32","532,89","500,01",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","","TG002VMDATANODE01-secondary.moov.tg","DS_DATA_SIEM;DS_IMAGES_ISO","RESEAU-DIS","",
"TG002VMQRAD027","PoweredOff","10.80.18.117","Cluster_PF_SAGE","12","40","1064,89","451,2",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","","TG002vmqrad027-primary.moov","DS_IMAGES_ISO;DS_OS_SIEM","RESEAU-DIS","",
"TG002VMAPPHOST01","PoweredOff","10.80.18.117","Cluster_PF_SAGE","12","16","516,89","120,64",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","","TG002VMAPPHOST01-primary.moov.tg","DS_IMAGES_ISO;DS_OS_SIEM","RESEAU-DIS;RESEAU-DPEI","",
"vCLS-38393638-3435-5a43-4a38-323130325a4a","PoweredOn","10.80.18.75","Cluster_DWH","1","0,15625","0","0","VMware Photon CRX (64-bit)","crxSys1Guest","vmx-21","guestToolsRunning","12389","","vcls-38393638-3435-5a43-4a38-323130325a4a","","","vCLS",""
